# l                Dl               -dDl             +dDl             
  3.79000000e+02   2.10032741e+01   2.19667260e+00   2.19667260e+00
  3.80000000e+02   2.12039101e+01   2.20216340e+00   2.20216340e+00
  3.81000000e+02   2.65582361e+01   2.20739304e+00   2.20739304e+00
  3.82000000e+02   1.95910609e+01   2.21236032e+00   2.21236032e+00
  3.83000000e+02   1.91782188e+01   2.21706407e+00   2.21706407e+00
  3.84000000e+02   2.21656516e+01   2.22150307e+00   2.22150307e+00
  3.85000000e+02   1.83851103e+01   2.22567616e+00   2.22567616e+00
  3.86000000e+02   2.11215697e+01   2.22958225e+00   2.22958225e+00
  3.87000000e+02   2.39803909e+01   2.23322053e+00   2.23322053e+00
  3.88000000e+02   1.94529960e+01   2.23659169e+00   2.23659169e+00
  3.89000000e+02   2.14996898e+01   2.23969681e+00   2.23969681e+00
  3.90000000e+02   2.20804812e+01   2.24253701e+00   2.24253701e+00
  3.91000000e+02   2.31019500e+01   2.24511336e+00   2.24511336e+00
  3.92000000e+02   2.39469842e+01   2.24742706e+00   2.24742706e+00
  3.93000000e+02   2.39673768e+01   2.24947908e+00   2.24947908e+00
  3.94000000e+02   2.23437760e+01   2.25127039e+00   2.25127039e+00
  3.95000000e+02   2.23682683e+01   2.25280217e+00   2.25280217e+00
  3.96000000e+02   2.30320053e+01   2.25407545e+00   2.25407545e+00
  3.97000000e+02   2.15418315e+01   2.25509138e+00   2.25509138e+00
  3.98000000e+02   2.21969709e+01   2.25585100e+00   2.25585100e+00
  3.99000000e+02   1.92077622e+01   2.25635542e+00   2.25635542e+00
  4.00000000e+02   2.02186594e+01   2.25660564e+00   2.25660564e+00
  4.01000000e+02   2.16338394e+01   2.25660283e+00   2.25660283e+00
  4.02000000e+02   2.09309780e+01   2.25634808e+00   2.25634808e+00
  4.03000000e+02   2.15726770e+01   2.25584238e+00   2.25584238e+00
  4.04000000e+02   1.89174991e+01   2.25508723e+00   2.25508723e+00
  4.05000000e+02   2.48269937e+01   2.25408567e+00   2.25408567e+00
  4.06000000e+02   1.68543847e+01   2.25284108e+00   2.25284108e+00
  4.07000000e+02   1.93812270e+01   2.25135684e+00   2.25135684e+00
  4.08000000e+02   2.52681140e+01   2.24963644e+00   2.24963644e+00
  4.09000000e+02   2.41263783e+01   2.24768313e+00   2.24768313e+00
  4.10000000e+02   1.91560228e+01   2.24550014e+00   2.24550014e+00
  4.11000000e+02   2.70286324e+01   2.24309089e+00   2.24309089e+00
  4.12000000e+02   1.86067467e+01   2.24045873e+00   2.24045873e+00
  4.13000000e+02   2.12683003e+01   2.23760700e+00   2.23760700e+00
  4.14000000e+02   1.83241930e+01   2.23453899e+00   2.23453899e+00
  4.15000000e+02   1.78385524e+01   2.23125805e+00   2.23125805e+00
  4.16000000e+02   2.20877078e+01   2.22776747e+00   2.22776747e+00
  4.17000000e+02   1.84368894e+01   2.22407058e+00   2.22407058e+00
  4.18000000e+02   1.63823415e+01   2.22017067e+00   2.22017067e+00
  4.19000000e+02   1.72758016e+01   2.21607108e+00   2.21607108e+00
  4.20000000e+02   1.98495829e+01   2.21177511e+00   2.21177511e+00
  4.21000000e+02   2.04546910e+01   2.20728637e+00   2.20728637e+00
  4.22000000e+02   2.33282619e+01   2.20260992e+00   2.20260992e+00
  4.23000000e+02   1.84875210e+01   2.19775092e+00   2.19775092e+00
  4.24000000e+02   1.81548401e+01   2.19271500e+00   2.19271500e+00
  4.25000000e+02   1.34679985e+01   2.18750716e+00   2.18750716e+00
  4.26000000e+02   1.90021172e+01   2.18213263e+00   2.18213263e+00
  4.27000000e+02   2.01638752e+01   2.17659675e+00   2.17659675e+00
  4.28000000e+02   2.33065191e+01   2.17090473e+00   2.17090473e+00
  4.29000000e+02   2.02400684e+01   2.16506189e+00   2.16506189e+00
  4.30000000e+02   2.20997277e+01   2.15907331e+00   2.15907331e+00
  4.31000000e+02   1.63146369e+01   2.15294434e+00   2.15294434e+00
  4.32000000e+02   1.99395383e+01   2.14668012e+00   2.14668012e+00
  4.33000000e+02   1.87628040e+01   2.14028582e+00   2.14028582e+00
  4.34000000e+02   1.57816905e+01   2.13376664e+00   2.13376664e+00
  4.35000000e+02   1.99543226e+01   2.12712771e+00   2.12712771e+00
  4.36000000e+02   1.95051811e+01   2.12037422e+00   2.12037422e+00
  4.37000000e+02   2.11164448e+01   2.11351127e+00   2.11351127e+00
  4.38000000e+02   1.89025216e+01   2.10654427e+00   2.10654427e+00
  4.39000000e+02   2.25885940e+01   2.09947969e+00   2.09947969e+00
  4.40000000e+02   1.85397880e+01   2.09232447e+00   2.09232447e+00
  4.41000000e+02   1.91549246e+01   2.08508506e+00   2.08508506e+00
  4.42000000e+02   1.59546646e+01   2.07776805e+00   2.07776805e+00
  4.43000000e+02   1.75218107e+01   2.07038021e+00   2.07038021e+00
  4.44000000e+02   1.69831988e+01   2.06292808e+00   2.06292808e+00
  4.45000000e+02   1.58522699e+01   2.05541828e+00   2.05541828e+00
  4.46000000e+02   1.74774410e+01   2.04785724e+00   2.04785724e+00
  4.47000000e+02   1.77145127e+01   2.04025154e+00   2.04025154e+00
  4.48000000e+02   1.78119630e+01   2.03260760e+00   2.03260760e+00
  4.49000000e+02   1.73330418e+01   2.02493183e+00   2.02493183e+00
  4.50000000e+02   1.99263394e+01   2.01723056e+00   2.01723056e+00
  4.51000000e+02   1.73926276e+01   2.00951014e+00   2.00951014e+00
  4.52000000e+02   1.54539558e+01   2.00177684e+00   2.00177684e+00
  4.53000000e+02   1.58114422e+01   1.99403692e+00   1.99403692e+00
  4.54000000e+02   1.96140133e+01   1.98629653e+00   1.98629653e+00
  4.55000000e+02   1.54055069e+01   1.97856198e+00   1.97856198e+00
  4.56000000e+02   1.46400683e+01   1.97084009e+00   1.97084009e+00
  4.57000000e+02   1.25021156e+01   1.96313753e+00   1.96313753e+00
  4.58000000e+02   1.29387286e+01   1.95546073e+00   1.95546073e+00
  4.59000000e+02   1.53092641e+01   1.94781656e+00   1.94781656e+00
  4.60000000e+02   1.80355446e+01   1.94021160e+00   1.94021160e+00
  4.61000000e+02   1.30229159e+01   1.93265226e+00   1.93265226e+00
  4.62000000e+02   1.50358313e+01   1.92514505e+00   1.92514505e+00
  4.63000000e+02   1.31291252e+01   1.91769639e+00   1.91769639e+00
  4.64000000e+02   1.52538828e+01   1.91031253e+00   1.91031253e+00
  4.65000000e+02   1.26923753e+01   1.90299977e+00   1.90299977e+00
  4.66000000e+02   1.14422159e+01   1.89576425e+00   1.89576425e+00
  4.67000000e+02   1.60942226e+01   1.88861214e+00   1.88861214e+00
  4.68000000e+02   1.69972247e+01   1.88154945e+00   1.88154945e+00
  4.69000000e+02   1.85519885e+01   1.87458210e+00   1.87458210e+00
  4.70000000e+02   1.25471721e+01   1.86771605e+00   1.86771605e+00
  4.71000000e+02   1.10191466e+01   1.86095710e+00   1.86095710e+00
  4.72000000e+02   9.23877015e+00   1.85431121e+00   1.85431121e+00
  4.73000000e+02   9.08721038e+00   1.84778380e+00   1.84778380e+00
  4.74000000e+02   1.31739933e+01   1.84138039e+00   1.84138039e+00
  4.75000000e+02   9.03223057e+00   1.83510650e+00   1.83510650e+00
  4.76000000e+02   1.17219012e+01   1.82896761e+00   1.82896761e+00
  4.77000000e+02   1.05111489e+01   1.82296914e+00   1.82296914e+00
  4.78000000e+02   1.01772374e+01   1.81711621e+00   1.81711621e+00
  4.79000000e+02   1.22887317e+01   1.81141416e+00   1.81141416e+00
  4.80000000e+02   1.00255800e+01   1.80586797e+00   1.80586797e+00
  4.81000000e+02   1.17596211e+01   1.80048284e+00   1.80048284e+00
  4.82000000e+02   1.04089785e+01   1.79526364e+00   1.79526364e+00
  4.83000000e+02   9.17656990e+00   1.79021528e+00   1.79021528e+00
  4.84000000e+02   1.26141411e+01   1.78534258e+00   1.78534258e+00
  4.85000000e+02   1.18109891e+01   1.78065037e+00   1.78065037e+00
  4.86000000e+02   1.48752087e+01   1.77614323e+00   1.77614323e+00
  4.87000000e+02   1.01590402e+01   1.77182588e+00   1.77182588e+00
  4.88000000e+02   1.24366992e+01   1.76770295e+00   1.76770295e+00
  4.89000000e+02   9.92749903e+00   1.76377863e+00   1.76377863e+00
  4.90000000e+02   1.06561330e+01   1.76005642e+00   1.76005642e+00
  4.91000000e+02   9.89198782e+00   1.75653996e+00   1.75653996e+00
  4.92000000e+02   1.20965285e+01   1.75323273e+00   1.75323273e+00
  4.93000000e+02   7.55089293e+00   1.75013789e+00   1.75013789e+00
  4.94000000e+02   1.07090721e+01   1.74725905e+00   1.74725905e+00
  4.95000000e+02   9.53648523e+00   1.74459868e+00   1.74459868e+00
  4.96000000e+02   9.10477481e+00   1.74216143e+00   1.74216143e+00
  4.97000000e+02   1.12592716e+01   1.73994838e+00   1.73994838e+00
  4.98000000e+02   8.29856164e+00   1.73796501e+00   1.73796501e+00
  4.99000000e+02   8.87480063e+00   1.73620700e+00   1.73620700e+00
  5.00000000e+02   5.69491341e+00   1.73469102e+00   1.73469102e+00
  5.01000000e+02   7.89306217e+00   1.73340689e+00   1.73340689e+00
  5.02000000e+02   9.56621745e+00   1.73236980e+00   1.73236980e+00
  5.03000000e+02   7.52940616e+00   1.72904749e+00   1.72904749e+00
  5.04000000e+02   6.81469497e+00   1.72848201e+00   1.72848201e+00
  5.05000000e+02   7.98678500e+00   1.50624998e+00   1.50624998e+00
  5.06000000e+02   1.04765155e+01   1.50463557e+00   1.50463557e+00
  5.07000000e+02   9.13843841e+00   1.50138573e+00   1.50138573e+00
  5.08000000e+02   7.89585601e+00   1.50030354e+00   1.50030354e+00
  5.09000000e+02   9.30405579e+00   1.49947154e+00   1.49947154e+00
  5.10000000e+02   8.31513117e+00   1.49893065e+00   1.49893065e+00
  5.11000000e+02   8.75646685e+00   1.49864741e+00   1.49864741e+00
  5.12000000e+02   5.33259566e+00   1.49865492e+00   1.49865492e+00
  5.13000000e+02   7.16235330e+00   1.49893225e+00   1.49893225e+00
  5.14000000e+02   7.44053147e+00   1.49949452e+00   1.49949452e+00
  5.15000000e+02   9.59843776e+00   1.50033670e+00   1.50033670e+00
  5.16000000e+02   4.02978612e+00   1.50146069e+00   1.50146069e+00
  5.17000000e+02   5.22015522e+00   1.50286807e+00   1.50286807e+00
  5.18000000e+02   7.82794525e+00   1.50456083e+00   1.50456083e+00
  5.19000000e+02   6.60141507e+00   1.50654073e+00   1.50654073e+00
  5.20000000e+02   7.12287371e+00   1.50880997e+00   1.50880997e+00
  5.21000000e+02   8.55149088e+00   1.51137021e+00   1.51137021e+00
  5.22000000e+02   9.51629879e+00   1.51422313e+00   1.51422313e+00
  5.23000000e+02   6.56304600e+00   1.51737073e+00   1.51737073e+00
  5.24000000e+02   6.19853349e+00   1.52081325e+00   1.52081325e+00
  5.25000000e+02   6.47995519e+00   1.52455075e+00   1.52455075e+00
  5.26000000e+02   5.55844343e+00   1.52858326e+00   1.52858326e+00
  5.27000000e+02   5.40002032e+00   1.53291097e+00   1.53291097e+00
  5.28000000e+02   5.13177524e+00   1.53753411e+00   1.53753411e+00
  5.29000000e+02   8.85107257e+00   1.54245292e+00   1.54245292e+00
  5.30000000e+02   7.78063387e+00   1.54766773e+00   1.54766773e+00
  5.31000000e+02   7.02918527e+00   1.55317898e+00   1.55317898e+00
  5.32000000e+02   5.64347356e+00   1.55898705e+00   1.55898705e+00
  5.33000000e+02   7.62642148e+00   1.56509247e+00   1.56509247e+00
  5.34000000e+02   6.62543423e+00   1.57149571e+00   1.57149571e+00
  5.35000000e+02   7.03923842e+00   1.57819752e+00   1.57819752e+00
  5.36000000e+02   6.30363435e+00   1.58519869e+00   1.58519869e+00
  5.37000000e+02   5.47564917e+00   1.59249979e+00   1.59249979e+00
  5.38000000e+02   7.48729667e+00   1.60010136e+00   1.60010136e+00
  5.39000000e+02   7.33177619e+00   1.60800442e+00   1.60800442e+00
  5.40000000e+02   6.76019389e+00   1.61620936e+00   1.61620936e+00
  5.41000000e+02   9.12248242e+00   1.62471515e+00   1.62471515e+00
  5.42000000e+02   1.02188035e+01   1.63352047e+00   1.63352047e+00
  5.43000000e+02   6.54512683e+00   1.64262382e+00   1.64262382e+00
  5.44000000e+02   5.63458419e+00   1.65202398e+00   1.65202398e+00
  5.45000000e+02   1.06531091e+01   1.66171963e+00   1.66171963e+00
  5.46000000e+02   9.91225605e+00   1.67170947e+00   1.67170947e+00
  5.47000000e+02   8.95751243e+00   1.68199237e+00   1.68199237e+00
  5.48000000e+02   7.13107052e+00   1.69256709e+00   1.69256709e+00
  5.49000000e+02   9.67450495e+00   1.70343253e+00   1.70343253e+00
  5.50000000e+02   7.63993685e+00   1.71458748e+00   1.71458748e+00
  5.51000000e+02   7.49327068e+00   1.72603082e+00   1.72603082e+00
  5.52000000e+02   9.28272943e+00   1.73776174e+00   1.73776174e+00
  5.53000000e+02   1.13903295e+01   1.74977890e+00   1.74977890e+00
  5.54000000e+02   7.00927962e+00   1.76208110e+00   1.76208110e+00
  5.55000000e+02   5.63989072e+00   1.77466737e+00   1.77466737e+00
  5.56000000e+02   9.77000005e+00   1.78753671e+00   1.78753671e+00
  5.57000000e+02   7.17942218e+00   1.80068774e+00   1.80068774e+00
  5.58000000e+02   1.17812162e+01   1.81411760e+00   1.81411760e+00
  5.59000000e+02   1.16070285e+01   1.82782298e+00   1.82782298e+00
  5.60000000e+02   8.15119686e+00   1.84180072e+00   1.84180072e+00
  5.61000000e+02   9.78472076e+00   1.85604751e+00   1.85604751e+00
  5.62000000e+02   1.12484594e+01   1.87056015e+00   1.87056015e+00
  5.63000000e+02   8.06454139e+00   1.88533542e+00   1.88533542e+00
  5.64000000e+02   1.00490846e+01   1.90037007e+00   1.90037007e+00
  5.65000000e+02   9.04704190e+00   1.91566077e+00   1.91566077e+00
  5.66000000e+02   1.56568425e+01   1.93120428e+00   1.93120428e+00
  5.67000000e+02   1.21068939e+01   1.94699734e+00   1.94699734e+00
  5.68000000e+02   1.11484558e+01   1.96303694e+00   1.96303694e+00
  5.69000000e+02   9.53928590e+00   1.97931946e+00   1.97931946e+00
  5.70000000e+02   1.02242742e+01   1.99584142e+00   1.99584142e+00
  5.71000000e+02   1.26926094e+01   2.01259969e+00   2.01259969e+00
  5.72000000e+02   1.02095617e+01   2.02959089e+00   2.02959089e+00
  5.73000000e+02   1.07803482e+01   2.04681174e+00   2.04681174e+00
  5.74000000e+02   1.64978717e+01   2.06425851e+00   2.06425851e+00
  5.75000000e+02   1.44568821e+01   2.08192624e+00   2.08192624e+00
  5.76000000e+02   1.16444037e+01   2.09980957e+00   2.09980957e+00
  5.77000000e+02   1.37495615e+01   2.11790322e+00   2.11790322e+00
  5.78000000e+02   1.11427258e+01   2.13620181e+00   2.13620181e+00
  5.79000000e+02   1.62070043e+01   2.15470001e+00   2.15470001e+00
  5.80000000e+02   1.42035054e+01   2.17339241e+00   2.17339241e+00
  5.81000000e+02   1.87789803e+01   2.19227373e+00   2.19227373e+00
  5.82000000e+02   1.71717984e+01   2.21133842e+00   2.21133842e+00
  5.83000000e+02   1.45078878e+01   2.23058112e+00   2.23058112e+00
  5.84000000e+02   1.66476339e+01   2.24999672e+00   2.24999672e+00
  5.85000000e+02   1.75892418e+01   2.26957946e+00   2.26957946e+00
  5.86000000e+02   1.36503133e+01   2.28932374e+00   2.28932374e+00
  5.87000000e+02   1.39743060e+01   2.30922419e+00   2.30922419e+00
  5.88000000e+02   1.40549601e+01   2.32927538e+00   2.32927538e+00
  5.89000000e+02   1.63795392e+01   2.34947186e+00   2.34947186e+00
  5.90000000e+02   1.63066183e+01   2.36980806e+00   2.36980806e+00
  5.91000000e+02   1.22686911e+01   2.39027835e+00   2.39027835e+00
  5.92000000e+02   1.27523510e+01   2.41087613e+00   2.41087613e+00
  5.93000000e+02   1.58467213e+01   2.43159486e+00   2.43159486e+00
  5.94000000e+02   2.24212336e+01   2.45242769e+00   2.45242769e+00
  5.95000000e+02   1.69615018e+01   2.47336794e+00   2.47336794e+00
  5.96000000e+02   1.67673129e+01   2.49440886e+00   2.49440886e+00
  5.97000000e+02   1.60395735e+01   2.51554371e+00   2.51554371e+00
  5.98000000e+02   1.76644126e+01   2.53676589e+00   2.53676589e+00
  5.99000000e+02   1.78884892e+01   2.55806855e+00   2.55806855e+00
  6.00000000e+02   1.88746027e+01   2.57944528e+00   2.57944528e+00
  6.01000000e+02   2.23675266e+01   2.60088909e+00   2.60088909e+00
  6.02000000e+02   1.99924373e+01   2.62239295e+00   2.62239295e+00
  6.03000000e+02   1.80027577e+01   2.64395038e+00   2.64395038e+00
  6.04000000e+02   2.01689750e+01   2.66555468e+00   2.66555468e+00
  6.05000000e+02   2.23261033e+01   2.68719909e+00   2.68719909e+00
  6.06000000e+02   2.26543591e+01   2.70887684e+00   2.70887684e+00
  6.07000000e+02   2.60977269e+01   2.73058121e+00   2.73058121e+00
  6.08000000e+02   2.21296974e+01   2.75230548e+00   2.75230548e+00
  6.09000000e+02   2.10944349e+01   2.77404257e+00   2.77404257e+00
  6.10000000e+02   2.44893563e+01   2.79578539e+00   2.79578539e+00
  6.11000000e+02   1.78542813e+01   2.81752676e+00   2.81752676e+00
  6.12000000e+02   2.24905341e+01   2.83925973e+00   2.83925973e+00
  6.13000000e+02   2.53402635e+01   2.86097716e+00   2.86097716e+00
  6.14000000e+02   2.54096265e+01   2.88267200e+00   2.88267200e+00
  6.15000000e+02   2.42694614e+01   2.90433719e+00   2.90433719e+00
  6.16000000e+02   2.62285615e+01   2.92596597e+00   2.92596597e+00
  6.17000000e+02   2.41064377e+01   2.94755103e+00   2.94755103e+00
  6.18000000e+02   2.88170183e+01   2.96908512e+00   2.96908512e+00
  6.19000000e+02   2.21690224e+01   2.99056139e+00   2.99056139e+00
  6.20000000e+02   2.74242066e+01   3.01197288e+00   3.01197288e+00
  6.21000000e+02   3.09607179e+01   3.03331263e+00   3.03331263e+00
  6.22000000e+02   1.60887913e+01   3.05457357e+00   3.05457357e+00
  6.23000000e+02   2.52360652e+01   3.07574883e+00   3.07574883e+00
  6.24000000e+02   3.24371681e+01   3.09683138e+00   3.09683138e+00
  6.25000000e+02   2.97018568e+01   3.11781441e+00   3.11781441e+00
  6.26000000e+02   2.84833480e+01   3.13869146e+00   3.13869146e+00
  6.27000000e+02   2.89361735e+01   3.15945616e+00   3.15945616e+00
  6.28000000e+02   2.30967778e+01   3.18010218e+00   3.18010218e+00
  6.29000000e+02   2.58128212e+01   3.20062320e+00   3.20062320e+00
  6.30000000e+02   2.41790360e+01   3.22101303e+00   3.22101303e+00
  6.31000000e+02   2.70994377e+01   3.24126521e+00   3.24126521e+00
  6.32000000e+02   3.47626965e+01   3.26137393e+00   3.26137393e+00
  6.33000000e+02   3.06320503e+01   3.28133261e+00   3.28133261e+00
  6.34000000e+02   3.13594463e+01   3.30113481e+00   3.30113481e+00
  6.35000000e+02   3.26155199e+01   3.32077436e+00   3.32077436e+00
  6.36000000e+02   2.44849589e+01   3.34024532e+00   3.34024532e+00
  6.37000000e+02   2.67209286e+01   3.35954136e+00   3.35954136e+00
  6.38000000e+02   2.66281886e+01   3.37865651e+00   3.37865651e+00
  6.39000000e+02   3.90623398e+01   3.39758435e+00   3.39758435e+00
  6.40000000e+02   3.61025697e+01   3.41631891e+00   3.41631891e+00
  6.41000000e+02   3.43589407e+01   3.43485435e+00   3.43485435e+00
  6.42000000e+02   2.82702005e+01   3.45318436e+00   3.45318436e+00
  6.43000000e+02   3.15947280e+01   3.47130445e+00   3.47130445e+00
  6.44000000e+02   3.49374598e+01   3.48920979e+00   3.48920979e+00
  6.45000000e+02   3.26966853e+01   3.50689583e+00   3.50689583e+00
  6.46000000e+02   3.25499122e+01   3.52435807e+00   3.52435807e+00
  6.47000000e+02   3.17343240e+01   3.54159180e+00   3.54159180e+00
  6.48000000e+02   3.43228534e+01   3.55859285e+00   3.55859285e+00
  6.49000000e+02   3.32455411e+01   3.57535646e+00   3.57535646e+00
  6.50000000e+02   3.09199945e+01   3.59187786e+00   3.59187786e+00
  6.51000000e+02   3.49683977e+01   3.60815278e+00   3.60815278e+00
  6.52000000e+02   3.93064257e+01   3.62417684e+00   3.62417684e+00
  6.53000000e+02   3.17817191e+01   3.63994552e+00   3.63994552e+00
  6.54000000e+02   3.42506744e+01   3.65545447e+00   3.65545447e+00
  6.55000000e+02   3.52175541e+01   3.67069929e+00   3.67069929e+00
  6.56000000e+02   2.94398926e+01   3.68567559e+00   3.68567559e+00
  6.57000000e+02   2.76631257e+01   3.70037920e+00   3.70037920e+00
  6.58000000e+02   3.77131017e+01   3.71480564e+00   3.71480564e+00
  6.59000000e+02   3.24908826e+01   3.72895105e+00   3.72895105e+00
  6.60000000e+02   3.04539607e+01   3.74281269e+00   3.74281269e+00
  6.61000000e+02   3.40752335e+01   3.75638855e+00   3.75638855e+00
  6.62000000e+02   3.83383587e+01   3.76967621e+00   3.76967621e+00
  6.63000000e+02   3.43844045e+01   3.78267364e+00   3.78267364e+00
  6.64000000e+02   3.54566374e+01   3.79537892e+00   3.79537892e+00
  6.65000000e+02   3.71145863e+01   3.80778963e+00   3.80778963e+00
  6.66000000e+02   3.22737093e+01   3.81990340e+00   3.81990340e+00
  6.67000000e+02   3.73166130e+01   3.83171821e+00   3.83171821e+00
  6.68000000e+02   4.18930046e+01   3.84323218e+00   3.84323218e+00
  6.69000000e+02   3.41366769e+01   3.85444306e+00   3.85444306e+00
  6.70000000e+02   3.18738981e+01   3.86534894e+00   3.86534894e+00
  6.71000000e+02   3.87087915e+01   3.87594788e+00   3.87594788e+00
  6.72000000e+02   4.38224062e+01   3.88623764e+00   3.88623764e+00
  6.73000000e+02   3.02631142e+01   3.89621641e+00   3.89621641e+00
  6.74000000e+02   3.47311545e+01   3.90588224e+00   3.90588224e+00
  6.75000000e+02   3.65728120e+01   3.91523318e+00   3.91523318e+00
  6.76000000e+02   3.54932571e+01   3.92426776e+00   3.92426776e+00
  6.77000000e+02   4.50786092e+01   3.93298623e+00   3.93298623e+00
  6.78000000e+02   3.34628648e+01   3.94138909e+00   3.94138909e+00
  6.79000000e+02   4.08859820e+01   3.94947729e+00   3.94947729e+00
  6.80000000e+02   4.03239958e+01   3.95725164e+00   3.95725164e+00
  6.81000000e+02   2.99760093e+01   3.96471267e+00   3.96471267e+00
  6.82000000e+02   3.88594992e+01   3.97186063e+00   3.97186063e+00
  6.83000000e+02   3.05422004e+01   3.97869654e+00   3.97869654e+00
  6.84000000e+02   3.48281103e+01   3.98522124e+00   3.98522124e+00
  6.85000000e+02   3.85440789e+01   3.99143542e+00   3.99143542e+00
  6.86000000e+02   3.76597115e+01   3.99733987e+00   3.99733987e+00
  6.87000000e+02   4.06774753e+01   4.00293549e+00   4.00293549e+00
  6.88000000e+02   3.58731680e+01   4.00822299e+00   4.00822299e+00
  6.89000000e+02   3.90316528e+01   4.01320320e+00   4.01320320e+00
  6.90000000e+02   3.67259506e+01   4.01787697e+00   4.01787697e+00
  6.91000000e+02   3.32785351e+01   4.02224523e+00   4.02224523e+00
  6.92000000e+02   4.38765258e+01   4.02630881e+00   4.02630881e+00
  6.93000000e+02   3.89531145e+01   4.03006899e+00   4.03006899e+00
  6.94000000e+02   4.68106079e+01   4.03352866e+00   4.03352866e+00
  6.95000000e+02   4.29418858e+01   4.03669099e+00   4.03669099e+00
  6.96000000e+02   3.45127388e+01   4.03955980e+00   4.03955980e+00
  6.97000000e+02   4.28460039e+01   4.04213784e+00   4.04213784e+00
  6.98000000e+02   4.13443581e+01   4.04442819e+00   4.04442819e+00
  6.99000000e+02   3.92262455e+01   4.04643432e+00   4.04643432e+00
  7.00000000e+02   3.12323869e+01   4.04815958e+00   4.04815958e+00
  7.01000000e+02   3.34148034e+01   4.04960724e+00   4.04960724e+00
  7.02000000e+02   4.00452470e+01   4.05078046e+00   4.05078046e+00
  7.03000000e+02   3.62252767e+01   4.05168278e+00   4.05168278e+00
  7.04000000e+02   3.57032455e+01   4.05231737e+00   4.05231737e+00
  7.05000000e+02   3.26540902e+01   4.05268757e+00   4.05268757e+00
  7.06000000e+02   3.59588240e+01   4.05279657e+00   4.05279657e+00
  7.07000000e+02   3.45173408e+01   4.05264791e+00   4.05264791e+00
  7.08000000e+02   3.54016987e+01   4.05224474e+00   4.05224474e+00
  7.09000000e+02   3.86937457e+01   4.05159041e+00   4.05159041e+00
  7.10000000e+02   4.04987959e+01   4.05068846e+00   4.05068846e+00
  7.11000000e+02   3.88263276e+01   4.04954429e+00   4.04954429e+00
  7.12000000e+02   3.94320580e+01   4.04816354e+00   4.04816354e+00
  7.13000000e+02   3.42520486e+01   4.04655138e+00   4.04655138e+00
  7.14000000e+02   3.89450978e+01   4.04471296e+00   4.04471296e+00
  7.15000000e+02   3.45741011e+01   4.04265391e+00   4.04265391e+00
  7.16000000e+02   4.83946044e+01   4.04037973e+00   4.04037973e+00
  7.17000000e+02   3.29782261e+01   4.03789580e+00   4.03789580e+00
  7.18000000e+02   3.03252216e+01   4.03520751e+00   4.03520751e+00
  7.19000000e+02   4.00586711e+01   4.03232023e+00   4.03232023e+00
  7.20000000e+02   2.99634670e+01   4.02923937e+00   4.02923937e+00
  7.21000000e+02   3.40921326e+01   4.02597025e+00   4.02597025e+00
  7.22000000e+02   3.39300045e+01   4.02251819e+00   4.02251819e+00
  7.23000000e+02   3.09651272e+01   4.01888854e+00   4.01888854e+00
  7.24000000e+02   3.53936726e+01   4.01508660e+00   4.01508660e+00
  7.25000000e+02   3.56242688e+01   4.01111774e+00   4.01111774e+00
  7.26000000e+02   3.25612735e+01   4.00698707e+00   4.00698707e+00
  7.27000000e+02   3.41496685e+01   4.00270018e+00   4.00270018e+00
  7.28000000e+02   3.13549130e+01   3.99826401e+00   3.99826401e+00
  7.29000000e+02   3.44227175e+01   3.99368475e+00   3.99368475e+00
  7.30000000e+02   3.23122282e+01   3.98896887e+00   3.98896887e+00
  7.31000000e+02   3.24124715e+01   3.98412329e+00   3.98412329e+00
  7.32000000e+02   3.75350205e+01   3.97915468e+00   3.97915468e+00
  7.33000000e+02   3.43917800e+01   3.97406940e+00   3.97406940e+00
  7.34000000e+02   2.74529670e+01   3.96887438e+00   3.96887438e+00
  7.35000000e+02   2.75259485e+01   3.96357589e+00   3.96357589e+00
  7.36000000e+02   3.42030533e+01   3.95818038e+00   3.95818038e+00
  7.37000000e+02   3.39502283e+01   3.95269436e+00   3.95269436e+00
  7.38000000e+02   3.13216565e+01   3.94712425e+00   3.94712425e+00
  7.39000000e+02   3.26241541e+01   3.94147655e+00   3.94147655e+00
  7.40000000e+02   3.16689898e+01   3.93575746e+00   3.93575746e+00
  7.41000000e+02   2.14284131e+01   3.92997329e+00   3.92997329e+00
  7.42000000e+02   2.33299932e+01   3.92413014e+00   3.92413014e+00
  7.43000000e+02   2.49248524e+01   3.91823377e+00   3.91823377e+00
  7.44000000e+02   2.69283933e+01   3.91228813e+00   3.91228813e+00
  7.45000000e+02   2.87761987e+01   3.90630344e+00   3.90630344e+00
  7.46000000e+02   3.09097549e+01   3.90028596e+00   3.90028596e+00
  7.47000000e+02   2.97646298e+01   3.89424343e+00   3.89424343e+00
  7.48000000e+02   2.46589336e+01   3.88818253e+00   3.88818253e+00
  7.49000000e+02   2.43592448e+01   3.88211030e+00   3.88211030e+00
  7.50000000e+02   2.93446197e+01   3.87603343e+00   3.87603343e+00
  7.51000000e+02   2.13778088e+01   3.86995870e+00   3.86995870e+00
  7.52000000e+02   2.68231492e+01   3.86389288e+00   3.86389288e+00
  7.53000000e+02   2.61087392e+01   3.85784263e+00   3.85784263e+00
  7.54000000e+02   3.16031625e+01   3.85181460e+00   3.85181460e+00
  7.55000000e+02   3.22051694e+01   3.84581535e+00   3.84581535e+00
